"studyID","pubyear","country","continent","continent2","marine","exprnc","species","family","order","class","class1","structure","structure2","process","agemin","agemax","agemaxcat","agerange","agerangecat","type","R","Rcat3","Rcat4","n","ncat","APE","APE0","logAPE","ACV","ACV0","logACV","ACVmod","ACVmod0","logACVmod","ACVused","ACVmodused","bothACVnAPEused","PA0","PA1","PAother","ASD","AAD","APE2","ACV2","AD","checkbias","biasmethod","biaspresent","checkrelage","typerelage"
"demartini_age_2007",2007,"USA","USA/Can","USA/Can","yes","no","Swordfish","Xiphidae","Perciformes","Actinopteri","Actinopteri","finrays","anal","sectioned",0,12,"10",12,"10-20","within",2,"2","2",790,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,12.9,NA,"no",NA,NA,"no",NA
"dembkowski_walleye_2017",2017,"USA","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",0,26,"20",26,"20-30","between",2,"2","2",735,"400+",NA,NA,NA,3.28,3.38,1.21787570949493,3.28,3.38,1.21787570949493,"yes","yes","no",76,99,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and t-tests","yes","yes","other"
"dembkowski_walleye_2017",2017,"USA","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","spines","dorsal","sectioned",0,20,"20",20,"20-30","between",2,"2","2",735,"400+",NA,NA,NA,9.2,9.3,2.23001440015921,9.2,9.3,2.23001440015921,"yes","yes","no",54,90,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and t-tests","yes","yes","other"
"dono_bayesian_2015",2015,"Brazil","SCAmer","other","yes","no","Shortfin Mako Shark","Lamnidae","Lamniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,26,"20",26,"20-30","within",2,"2","2",245,"200-399",11.9,12,2.484906649788,NA,NA,NA,16.8291413922398,16.9291413922398,2.829036479693,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"dono_bayesian_2015",2015,"Brazil","SCAmer","other","yes","no","Shortfin Mako Shark","Lamnidae","Lamniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,26,"20",26,"20-30","between",2,"2","2",245,"200-399",14.3,14.4,2.66722820658195,NA,NA,NA,20.2232539419353,20.3232539419353,3.01176574482781,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"driggers_age_2004",2004,"USA","USA/Can","USA/Can","yes","no","Blacknose Shark","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,19,"10",19,"10-20","between",2,"2","2",226,"200-399",4,4.1,1.41098697371026,6,6.1,1.80828877117927,6,6.1,1.80828877117927,"yes","yes","yes",76,99.1,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"duan_age_2014",2014,"China","Asia","Eur/Asia","no","no","Schizopygopsis younghusbandi","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","lapillae","whole",1,17,"10",16,"10-20","between",2,"2","2",683,"400+",NA,NA,NA,0.8,0.9,-0.105360515657826,0.8,0.9,-0.105360515657826,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"dulcic_age_2011",2011,"Croatia","Europe","Eur/Asia","yes","no","Two-Banded Seabream","Sparidae","Perciformes","Actinopteri","Actinopteri","scales",NA,"whole",1,11,"10",10,"10-20","within",3,"3+","3",2953,"400+",2.13,2.23,0.802001585472027,NA,NA,NA,NA,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"dulcic_age_2011",2011,"Croatia","Europe","Eur/Asia","yes","no","Two-Banded Seabream","Sparidae","Perciformes","Actinopteri","Actinopteri","scales",NA,"whole",1,11,"10",10,"10-20","within",3,"3+","3",2953,"400+",2.41,2.51,0.920282753143693,NA,NA,NA,NA,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"dulcic_age_2011",2011,"Croatia","Europe","Eur/Asia","yes","no","Two-Banded Seabream","Sparidae","Perciformes","Actinopteri","Actinopteri","scales",NA,"whole",1,11,"10",10,"10-20","within",3,"3+","3",2953,"400+",2.83,2.93,1.07500242302898,NA,NA,NA,NA,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"dutka-gianelli_age_2001",2001,"USA","USA/Can","USA/Can","yes","no","Sheepshead","Sparidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,15,"10",14,"10-20","within",2,"2","2",499,"400+",NA,NA,NA,0.26,0.36,-1.02165124753198,0.26,0.36,-1.02165124753198,"yes","yes","no",98.8,NA,"no",NA,NA,NA,NA,0.21,"no",NA,NA,"no",NA
"dutka-gianelli_age_2001",2001,"USA","USA/Can","USA/Can","yes","no","Sheepshead","Sparidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,15,"10",14,"10-20","between",2,"2","2",499,"400+",NA,NA,NA,0.17,0.27,-1.30933331998376,0.17,0.27,-1.30933331998376,"yes","yes","no",97.3,NA,"no",NA,NA,NA,NA,0.12,"no",NA,NA,"no",NA
"dzul_evaluation_2012",2012,"USA","USA/Can","USA/Can","no","no","Salt Creek Pupfish","Cyprinodontidae","Cyprinodontiformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,5,"0",5,"0-10","between",2,"2","2",282,"200-399",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",51,93,"no",NA,NA,NA,NA,NA,"yes","visual","yes","no",NA
"efitre_age_2016",2016,"Uganda","Africa","other","no","no","Redbelly Tilapia","Cichlidae","Cichliformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",2,8,"0",6,"0-10","between",2,"2","2",75,"51-199",6.6,6.7,1.90210752639692,9.3,9.4,2.24070968927596,9.3,9.4,2.24070968927596,"yes","yes","yes",36,86.7,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"eklund_between-reader_2000",2000,"Finland","Europe","Eur/Asia","yes","no","Baltic Herring","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",2,13,"10",11,"10-20","between",3,"3+","3",192,"51-199",2.9,3,1.09861228866811,NA,NA,NA,NA,NA,NA,"no","no","no",69,NA,"no",NA,NA,NA,NA,NA,"yes","chi-square test","no","yes",NA
"ellender_age_2012",2012,"South Africa","Africa","other","no","no","Largemouth Yellowfish","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","asterisci","whole",2,17,"10",15,"10-20","within",2,"2","2",86,"51-199",3.7,3.8,1.33500106673234,5.1,5.2,1.64865862558738,5.1,5.2,1.64865862558738,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"elzey_comparison_2014",2014,"USA","USA/Can","USA/Can","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",3,11,"10",8,"0-10","between",2,"2","2",462,"400+",NA,NA,NA,2.99,3.09,1.12817109090965,2.99,3.09,1.12817109090965,"yes","yes","no",76.2,97.6,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"elzey_comparison_2014",2014,"USA","USA/Can","USA/Can","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","scales",NA,"mounted",4,11,"10",7,"0-10","between",2,"2","2",462,"400+",NA,NA,NA,4.28,4.38,1.47704872438835,4.28,4.38,1.47704872438835,"yes","yes","no",66.9,95.9,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"elzey_comparison_2014",2014,"USA","USA/Can","USA/Can","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","other",NA,"whole",3,10,"10",7,"0-10","between",2,"2","2",462,"400+",NA,NA,NA,7.07,7.17,1.96990565461153,7.07,7.17,1.96990565461153,"yes","yes","no",49.8,93.5,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"elzey_comparison_2014",2014,"USA","USA/Can","USA/Can","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","vertebrae",NA,"whole",3,11,"10",8,"0-10","between",2,"2","2",462,"400+",NA,NA,NA,4.59,4.69,1.54543258245819,4.59,4.69,1.54543258245819,"yes","yes","no",63.4,95.9,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"elzey_comparison_2014",2014,"USA","USA/Can","USA/Can","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",3,11,"10",8,"0-10","within",2,"2","2",100,"51-199",NA,NA,NA,2.93,3.03,1.10856261952128,2.93,3.03,1.10856261952128,"yes","yes","no",74,100,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"elzey_comparison_2014",2014,"USA","USA/Can","USA/Can","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","scales",NA,"mounted",4,11,"10",7,"0-10","within",2,"2","2",100,"51-199",NA,NA,NA,5.1,5.2,1.64865862558738,5.1,5.2,1.64865862558738,"yes","yes","no",65,96,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"elzey_comparison_2014",2014,"USA","USA/Can","USA/Can","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","other",NA,"whole",3,10,"10",7,"0-10","within",2,"2","2",100,"51-199",NA,NA,NA,7.32,7.42,2.00417905717929,7.32,7.42,2.00417905717929,"yes","yes","no",49,93,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"elzey_comparison_2014",2014,"USA","USA/Can","USA/Can","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","vertebrae",NA,"whole",3,11,"10",8,"0-10","within",2,"2","2",100,"51-199",NA,NA,NA,5.96,6.06,1.80170980008122,5.96,6.06,1.80170980008122,"yes","yes","no",56,96,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erhardt_precision_2013",2013,"USA","USA/Can","USA/Can","no","yes","Bull Trout","Esocidae","Esociformes","Actinopteri","Actinopteri","finrays","pelvic","sectioned",3,10,"10",7,"0-10","between",2,"2","2",65,"51-199",NA,NA,NA,5.8,5.9,1.77495235091167,5.8,5.9,1.77495235091167,"yes","yes","no",58.5,93.8,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erhardt_precision_2013",2013,"USA","USA/Can","USA/Can","no","yes","Bull Trout","Esocidae","Esociformes","Actinopteri","Actinopteri","scales",NA,"mounted",3,7,"0",4,"0-10","between",2,"2","2",65,"51-199",NA,NA,NA,12.6,12.7,2.54160199346455,12.6,12.7,2.54160199346455,"yes","yes","no",33.8,83.1,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erickson_age_1983",1983,"Canada","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,9,"0",8,"0-10","between",2,"2","2",252,"200-399",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",89,89,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erickson_age_1983",1983,"Canada","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",NA,NA,NA,NA,NA,"between",2,"2","2",100,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",93,93,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erickson_age_1983",1983,"Canada","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,15,"10",14,"10-20","between",2,"2","2",264,"200-399",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",76.1,79.1,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erickson_age_1983",1983,"Canada","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",15,18,"10",3,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",77.6,82.2,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erickson_age_1983",1983,"Canada","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","scales",NA,"unknown",1,9,"0",8,"0-10","between",2,"2","2",252,"200-399",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",78.8,83.3,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erickson_age_1983",1983,"Canada","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","scales",NA,"unknown",NA,NA,NA,NA,NA,"between",2,"2","2",100,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",90,90,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erickson_age_1983",1983,"Canada","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","scales",NA,"unknown",1,9,"0",8,"0-10","between",2,"2","2",264,"200-399",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",53.3,72.6,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erickson_age_1983",1983,"Canada","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","scales",NA,"unknown",1,8,"0",7,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",51.6,74.6,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erickson_age_1983",1983,"Canada","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","spines","dorsal","sectioned",1,9,"0",8,"0-10","between",2,"2","2",252,"200-399",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",80,84.2,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erickson_age_1983",1983,"Canada","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","spines","dorsal","sectioned",1,13,"10",12,"10-20","between",2,"2","2",264,"200-399",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",55.4,70.5,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"erickson_age_1983",1983,"Canada","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","spines","dorsal","sectioned",1,14,"10",13,"10-20","between",2,"2","2",172,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",59.4,75.7,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"esteves_ageing_1995",1995,"Portugal","Europe","Eur/Asia","yes","no","Swordfish","Xiphidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",3,10,"10",7,"0-10","within",3,"3+","3",11,"1-50",12.1,12.2,2.50143595173921,8.9,9,2.19722457733622,8.9,9,2.19722457733622,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"esteves_ageing_1995",1995,"Portugal","Europe","Eur/Asia","yes","no","Swordfish","Xiphidae","Perciformes","Actinopteri","Actinopteri","spines","anal","sectioned",0,11,"10",11,"10-20","within",3,"3+","3",71,"51-199",14.5,14.6,2.68102152871429,7.5,7.6,2.02814824729229,7.5,7.6,2.02814824729229,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"esteves_ageing_1995",1995,"Portugal","Europe","Eur/Asia","yes","no","Swordfish","Xiphidae","Perciformes","Actinopteri","Actinopteri","vertebrae",NA,"sectioned (then stained)",3,24,"20",21,"20-30","within",3,"3+","3",18,"1-50",11.9,12,2.484906649788,22.8,22.9,3.13113691056019,22.8,22.9,3.13113691056019,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"ewing_validation_2003",2003,"Australia","Aus/NZ","Aus/NZ","yes","yes","Purple Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",2,20,"20",18,"10-20","within",2,"2","2",1011,"400+",0.8,0.9,-0.105360515657826,NA,NA,NA,1.13137084989848,1.23137084989848,0.208128060889358,"no","yes","no",89,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot and G-test","no","no",NA
"ewing_validation_2003",2003,"Australia","Aus/NZ","Aus/NZ","yes","yes","Purple Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",3,17,"10",14,"10-20","between",2,"2","2",342,"200-399",2.6,2.7,0.993251773010283,NA,NA,NA,3.67695526217005,3.77695526217005,1.32891819885478,"no","yes","no",67,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot and G-test","no","no",NA
"ewing_validation_2007",2007,"Australia","Aus/NZ","Aus/NZ","yes","no","Red Moki","Cheilodactylidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,70,"70",69,"60-70","between",2,"2","2",972,"400+",1.78,1.88,0.631271776841858,NA,NA,NA,2.51730014102411,2.61730014102411,0.962143305937766,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"ewing_validation_2007",2007,"Australia","Aus/NZ","Aus/NZ","yes","no","Red Moki","Cheilodactylidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,70,"70",69,"60-70","between",2,"2","2",300,"200-399",1.8,1.9,0.641853886172395,NA,NA,NA,2.54558441227157,2.64558441227157,0.972891990723566,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"ewing_validation_2007",2007,"Australia","Aus/NZ","Aus/NZ","yes","no","Red Moki","Cheilodactylidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,70,"70",69,"60-70","within",2,"2","2",300,"200-399",1.1,1.2,0.182321556793955,NA,NA,NA,1.5556349186104,1.6556349186104,0.504184571881914,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"farley_age_2013",2013,"Australia","Aus/NZ","Aus/NZ","yes","yes","Albacore","Scombridae","Scombriformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,14,"10",13,"10-20","within",2,"2","2",1969,"400+",4.77,4.87,1.5830939370945,NA,NA,NA,6.74579869251966,6.84579869251966,1.92363513455145,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"farley_age_2013",2013,"Australia","Aus/NZ","Aus/NZ","yes","yes","Albacore","Scombridae","Scombriformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,11,"10",10,"10-20","between",2,"2","2",196,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",53.9,93.8,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and t-tests","yes","no",NA
"farrell_age_2010",2010,"Ireland","Europe","Eur/Asia","yes","no","Starry Smoothhound","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,13,"10",13,"10-20","within",2,"2","2",220,"200-399",1.31,1.41,0.343589704390077,1.85,1.95,0.667829372575656,1.85,1.95,0.667829372575656,"yes","yes","yes",91.1,97.3,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"faust_muskellunge_2015",2015,"USA","USA/Can","USA/Can","no","yes","Muskellunge","Esocidae","Esociformes","Actinopteri","Actinopteri","other",NA,"whole",2,23,"20",21,"20-30","between",3,"3+","3",122,"51-199",NA,NA,NA,8,8.1,2.09186406167839,8,8.1,2.09186406167839,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"faust_precision_2013",2013,"USA","USA/Can","USA/Can","no","yes","Northern Pike","Esocidae","Esociformes","Actinopteri","Actinopteri","other",NA,"whole",1,12,"10",11,"10-20","between",3,"3+","3",66,"51-199",NA,NA,NA,10.2,10.3,2.33214389523559,10.2,10.3,2.33214389523559,"yes","yes","no",41,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot and regression","no","no",NA
"faust_precision_2013",2013,"USA","USA/Can","USA/Can","no","yes","Northern Pike","Esocidae","Esociformes","Actinopteri","Actinopteri","other",NA,"whole",1,9,"0",8,"0-10","between",3,"3+","3",45,"1-50",NA,NA,NA,11.1,11.2,2.41591377830105,11.1,11.2,2.41591377830105,"yes","yes","no",49,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot and regression","no","no",NA
"faust_precision_2013",2013,"USA","USA/Can","USA/Can","no","yes","Northern Pike","Esocidae","Esociformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,13,"10",12,"10-20","between",3,"3+","3",66,"51-199",NA,NA,NA,17.4,17.5,2.86220088092947,17.4,17.5,2.86220088092947,"yes","yes","no",17,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"faust_precision_2013",2013,"USA","USA/Can","USA/Can","no","yes","Northern Pike","Esocidae","Esociformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,7,"0",6,"0-10","between",3,"3+","3",45,"1-50",NA,NA,NA,10.3,10.4,2.34180580614733,10.3,10.4,2.34180580614733,"yes","yes","no",40,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot and regression","no","no",NA
"feitosa_estimates_2017",2017,"Brazil","SCAmer","other","yes","no","French Angelfish","Pomacanthidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",0,27,"20",27,"20-30","between",2,"2","2",50,"51-199",9.8,9.9,2.29253475714054,NA,NA,NA,13.8592929112563,13.9592929112563,2.63614544499528,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"fernando_ageing_2014",2014,"USA","USA/Can","USA/Can","no","no","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",1,12,"10",11,"10-20","between",2,"2","2",1746,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",94,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"fernando_ageing_2014",2014,"USA","USA/Can","USA/Can","no","no","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",1,8,"0",7,"0-10","between",2,"2","2",440,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",95,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"fernando_ageing_2014",2014,"USA","USA/Can","USA/Can","no","no","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",3,10,"10",7,"0-10","between",2,"2","2",556,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",95,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"fernando_ageing_2014",2014,"USA","USA/Can","USA/Can","no","no","Largemouth Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",3,8,"0",5,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",86,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"fernando_ageing_2014",2014,"USA","USA/Can","USA/Can","no","no","Spotted Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",1,8,"0",7,"0-10","between",2,"2","2",738,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",93,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"fernando_ageing_2014",2014,"USA","USA/Can","USA/Can","no","no","Spotted Bass","Centrarchidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,8,"0",7,"0-10","between",2,"2","2",738,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",94,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"ferri_preliminary_2017",2017,"Croatia","Europe","Eur/Asia","yes","no","Argentine","Argentinidae","Osmeriformes","Actinopteri","Actinopteri","otoliths","sagittae","ground",1,3,"0",2,"0-10","between",2,"2","2",105,"51-199",12.02,12.12,2.49485698064117,17.01,17.11,2.8396630879041,17.01,17.11,2.8396630879041,"yes","yes","yes",54.3,95.3,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"flain_test_1988",1988,"New Zealand","Aus/NZ","Aus/NZ","yes","yes","Chinook Salmon","Salmonidae","Salmoniformes","Actinopteri","Actinopteri","scales",NA,NA,2,5,"0",3,"0-10","between",3,"3+","3",402,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",92.5,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"fleming_precision_2018",2018,"USA","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole (cleared)",2,12,"10",10,"10-20","between",2,"2","2",95,"51-199",NA,NA,NA,5.3,5.4,1.68639895357023,5.3,5.4,1.68639895357023,"yes","yes","no",52.6,84.2,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and t-tests","no","no",NA
"fleming_precision_2018",2018,"USA","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",2,13,"10",11,"10-20","between",2,"2","2",95,"51-199",NA,NA,NA,0.9,1,0,0.9,1,0,"yes","yes","no",91.6,97.9,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and t-tests","no","no",NA
"fleming_precision_2018",2018,"USA","USA/Can","USA/Can","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","scales",NA,"pressed",2,11,"10",9,"0-10","between",2,"2","2",95,"51-199",NA,NA,NA,11.4,11.5,2.4423470353692,11.4,11.5,2.4423470353692,"yes","yes","no",34.7,72.6,"no",NA,NA,NA,NA,NA,"yes","agebiasplot and t-tests","yes","no",NA
"florin_how_2018",2018,"Sweden","Europe","Eur/Asia","yes","yes","Round Goby","Gobiidae","Gobiiformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",1,5,"0",4,"0-10","between",9,"3+","4+",300,"200-399",NA,NA,NA,31.1,31.2,3.44041809481544,31.1,31.2,3.44041809481544,"yes","yes","no",45.7,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"florin_how_2018",2018,"Sweden","Europe","Eur/Asia","yes","yes","Round Goby","Gobiidae","Gobiiformes","Actinopteri","Actinopteri","otoliths","sagittae","cracked (then burnt)",1,5,"0",4,"0-10","between",9,"3+","4+",300,"200-399",NA,NA,NA,22.4,22.5,3.11351530921037,22.4,22.5,3.11351530921037,"yes","yes","no",58.7,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"florin_how_2018",2018,"Sweden","Europe","Eur/Asia","yes","yes","Round Goby","Gobiidae","Gobiiformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned (then stained)",1,5,"0",4,"0-10","between",9,"3+","4+",300,"200-399",NA,NA,NA,8.6,8.7,2.16332302566054,8.6,8.7,2.16332302566054,"yes","yes","no",71.3,NA,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
