"studyID","pubyear","pubyear5","country","continent","USA","marine","exprnc","species","family","order","class","class1","structure","structure2","process","process2","agemin","agemax","agemaxcat","agerange","agerangecat","type","R","Rcat3","Rcat4","n","ncat","nperage","APE","ACV","ACVmod","ACVused","ACVmodused","bothACVnAPEused","PA0","PA1","PAother","ASD","AAD","APE2","ACV2","AD","checkbias","bias_usedplot","bias_usedregression","bias_usedsymtest","bias_usedttest","bias_usedother","biasmethod","biaspresent","checkrelage","typerelage"
"currey_comparative_2013",2013,"2011-15","Australia","Australia","Other","yes","yes","Spangled Emperor","Lethrinidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",2,15,"10-19",13,"10-20","Within",2,"2","2",170,"5-199",13.0769230769231,NA,3.16,3.16,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","no","no",NA
"currey_comparative_2013",2013,"2011-15","Australia","Australia","Other","yes","yes","Pacific Yellowtail Emperor","Lethrinidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",5,35,"30+",30,"30-40","Within",2,"2","2",627,"400+",20.9,NA,2.68,2.68,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","no","no",NA
"currey_comparative_2013",2013,"2011-15","Australia","Australia","Other","yes","yes","Pink-Ear Emperor","Lethrinidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",6,18,"10-19",12,"10-20","Within",3,"3+","3",144,"5-199",12,NA,5.98,5.98,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","no","no",NA
"dahl_density-dependent_2019",2019,"2016-20","USA","N. America","USA","yes","no","Red Lionfish","Scorpaenidae","Scorpaeniformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",0,7,"1-9",7,"0-10","Between",2,"2","2",1000,"400+",142.857142857143,8.5,NA,12.0208152801713,"no","yes","no",60.1,93,"no",NA,NA,NA,NA,NA,"yes","no","no","no","yes","no","t-tests","no","no",NA
"dalberto_age_2017",2017,"2016-20","Australia","Australia","Other","yes","no","Oceanic Whitetip Shark","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","Vertebrae",NA,"sectioned","Ground/
Sectioned",0,18,"10-19",18,"10-20","Between",2,"2","2",103,"5-199",5.72222222222222,9.5,13.4,13.4,"yes","yes","yes",NA,66,"no",NA,NA,NA,NA,NA,"yes","yes","no","yes","no","no","agebiasplot, symmetry test","no","no",NA
"daley_age_2019",2019,"2016-20","USA","N. America","USA","yes","no","Atlantic Chub Mackerel","Scombridae","Scombriformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",0,7,"1-9",7,"0-10","Between",2,"2","2",439,"400+",62.7142857142857,NA,19,19,"yes","yes","no",66,NA,"no",NA,NA,NA,NA,NA,"yes","no","no","yes","no","no","symmetry test","no","no",NA
"daley_age_2019",2019,"2016-20","USA","N. America","USA","yes","no","Atlantic Chub Mackerel","Scombridae","Scombriformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",0,7,"1-9",7,"0-10","Within",2,"2","2",439,"400+",62.7142857142857,NA,24,24,"yes","yes","no",56,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"davis_age_2007",2007,"2006-10","USA","N. America","USA","yes","no","Roughtail Skate","Arhynchobatidae","Rajiformes","Elasmobranchii","Elasmobranchii","Vertebrae",NA,"sectioned","Ground/
Sectioned",0,30,"30+",30,"30-40","Within",3,"3+","3",197,"5-199",6.56666666666667,13.6,18.6,18.6,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,9.3,"yes","yes","no","no","no","no","agebiasplot","yes","no",NA
"davis_age_2007",2007,"2006-10","USA","N. America","USA","yes","no","Roughtail Skate","Arhynchobatidae","Rajiformes","Elasmobranchii","Elasmobranchii","Other","Caudal","whole","Whole",1,13,"10-19",12,"10-20","Within",3,"3+","3",96,"5-199",8,17.7,24.6,24.6,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,12.3,"yes","yes","no","no","no","no","agebiasplot","yes","no",NA
"dawson_assessment_2009",2009,"2006-10","USA","N. America","USA","no","no","Sea Lamprey","Petromyzontidae","Petromyzontiformes","Petromyzonti","other","Other","Statoliths","whole (cleared)","Whole",1,4,"1-9",3,"0-10","Within",2,"2","2",80,"5-199",26.6666666666667,12.6,NA,17.819090885901,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"dawson_assessment_2009",2009,"2006-10","USA","N. America","USA","no","no","Sea Lamprey","Petromyzontidae","Petromyzontiformes","Petromyzonti","other","Other","Statoliths","whole (cleared)","Whole",1,3,"1-9",2,"0-10","Within",2,"2","2",61,"5-199",30.5,13.4,NA,18.9504617357995,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"dawson_assessment_2009",2009,"2006-10","USA","N. America","USA","no","no","Sea Lamprey","Petromyzontidae","Petromyzontiformes","Petromyzonti","other","Other","Statoliths","whole (cleared)","Whole",1,4,"1-9",3,"0-10","Within",2,"2","2",80,"5-199",26.6666666666667,19.7,NA,27.86000717875,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"dawson_assessment_2009",2009,"2006-10","USA","N. America","USA","no","no","Sea Lamprey","Petromyzontidae","Petromyzontiformes","Petromyzonti","other","Other","Statoliths","whole (cleared)","Whole",1,3,"1-9",2,"0-10","Within",2,"2","2",61,"5-199",30.5,17.1,NA,24.1830519165799,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"de_santana_age_2017",2017,"2016-20","Brazil","S. America","Other","no","no","Curimba","Prochilodontidae","Characiformes","Actinopteri","Actinopteri","Otoliths","Lapillae","sectioned","Ground/
Sectioned",1,8,"1-9",7,"0-10","Within",2,"2","2",467,"400+",66.7142857142857,2.2,NA,3.11126983722081,"no","yes","no",84.15,NA,"no",NA,NA,NA,NA,NA,"yes","yes","no","yes","no","no","agebiasplot, symmetry test","no","no",NA
"de_santana_age_2017",2017,"2016-20","Brazil","S. America","Other","no","no","Curimba","Prochilodontidae","Characiformes","Actinopteri","Actinopteri","Scales",NA,"mounted","Other",1,6,"1-9",5,"0-10","Within",2,"2","2",317,"200-399",63.4,4.54,NA,6.42052957317385,"no","yes","no",72.24,NA,"no",NA,NA,NA,NA,NA,"yes","yes","no","yes","no","no","agebiasplot, symmetry test","no","no",NA
"debicella_accuracy_2005",2010,"2006-10","USA","N. America","USA","yes","no","Gag Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",0,17,"10-19",17,"10-20","Within",2,"2","2",460,"400+",27.0588235294118,0.96,1.36,1.36,"yes","yes","yes",92,99,"no",NA,NA,NA,NA,NA,"yes","no","no","no","no","yes","concordance correlation","no","no",NA
"debicella_accuracy_2005",2010,"2006-10","USA","N. America","USA","yes","no","Gag Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",0,17,"10-19",17,"10-20","Within",2,"2","2",110,"5-199",6.47058823529412,0.59,0.84,0.84,"yes","yes","yes",95,97,"no",NA,NA,NA,NA,NA,"yes","no","no","no","no","yes","concordance correlation","no","no",NA
"debicella_accuracy_2005",2010,"2006-10","USA","N. America","USA","yes","no","Gag Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",0,17,"10-19",17,"10-20","Between",2,"2","2",110,"5-199",6.47058823529412,2.34,3.31,3.31,"yes","yes","yes",83,95,"no",NA,NA,NA,NA,NA,"yes","no","no","no","no","yes","concordance correlation","no","no",NA
"debicella_accuracy_2005",2010,"2006-10","USA","N. America","USA","yes","no","Gag Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","Finrays","Dorsal","sectioned","Ground/
Sectioned",0,16,"10-19",16,"10-20","Within",2,"2","2",453,"400+",28.3125,4.85,6.86,6.86,"yes","yes","yes",62,94,"no",NA,NA,NA,NA,NA,"yes","no","no","no","no","yes","concordance correlation","no","no",NA
"debicella_accuracy_2005",2010,"2006-10","USA","N. America","USA","yes","no","Gag Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","Finrays","Dorsal","sectioned","Ground/
Sectioned",0,16,"10-19",16,"10-20","Within",2,"2","2",110,"5-199",6.875,6.38,9.28,9.28,"yes","yes","yes",64,95,"no",NA,NA,NA,NA,NA,"yes","no","no","no","no","yes","concordance correlation","no","no",NA
"debicella_accuracy_2005",2010,"2006-10","USA","N. America","USA","yes","no","Gag Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","Finrays","Dorsal","sectioned","Ground/
Sectioned",0,16,"10-19",16,"10-20","Between",2,"2","2",110,"5-199",6.875,6.57,9.3,9.3,"yes","yes","yes",59,90,"no",NA,NA,NA,NA,NA,"yes","no","no","no","no","yes","concordance correlation","no","no",NA
"degsera_age_2020",2020,"2016-20","Ethiopia","Africa","Other","no","no","Nile Tilapia","Cichlidae","Cichliformes","Actinopteri","Actinopteri","Otoliths","Sagittae","ground","Ground/
Sectioned",0,10,"10-19",10,"10-20","Within",2,"2","2",1597,"400+",159.7,5.2,7.4,7.4,"yes","yes","yes",71.4,99.8,"yes",NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","no","no",NA
"delgado_reproduction_2013",2013,"2011-15","Portugal","Europe","Other","yes","yes","Black Scabbardfish","Trichiuridae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",6,14,"10-19",8,"0-10","Between",2,"2","2",587,"400+",73.375,NA,5.05,5.05,"yes","yes","no",92.6,NA,"no",NA,NA,NA,NA,NA,"yes","no","no","no","yes","no","t-tests","no","no",NA
"delgado_reproduction_2013",2013,"2011-15","Portugal","Europe","Other","yes","yes","Intermediate Scabardfish","Trichiuridae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",6,15,"10-19",9,"0-10","Between",2,"2","2",134,"5-199",14.8888888888889,NA,4.52,4.52,"yes","yes","no",94.5,NA,"no",NA,NA,NA,NA,NA,"yes","no","no","no","yes","no","t-tests","no","no",NA
"demartini_age_2007",2007,"2006-10","USA","N. America","USA","yes","no","Swordfish","Xiphidae","Perciformes","Actinopteri","Actinopteri","Finrays","Anal","sectioned","Ground/
Sectioned",0,12,"10-19",12,"10-20","Between",2,"2","2",100,"5-199",8.33333333333333,NA,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,15.7,NA,"yes","no","no","no","no","yes","other",NA,"no",NA
"demartini_age_2007",2007,"2006-10","USA","N. America","USA","yes","no","Swordfish","Xiphidae","Perciformes","Actinopteri","Actinopteri","Finrays","Anal","sectioned","Ground/
Sectioned",0,12,"10-19",12,"10-20","Between",2,"2","2",1055,"400+",87.9166666666667,NA,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,10.8,NA,"yes","yes","yes","no","no","no","agebiasplot, regression","no","no",NA
"demartini_age_2007",2007,"2006-10","USA","N. America","USA","yes","no","Swordfish","Xiphidae","Perciformes","Actinopteri","Actinopteri","Finrays","Anal","sectioned","Ground/
Sectioned",0,12,"10-19",12,"10-20","Within",2,"2","2",100,"5-199",8.33333333333333,NA,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,9.7,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"demartini_age_2007",2007,"2006-10","USA","N. America","USA","yes","no","Swordfish","Xiphidae","Perciformes","Actinopteri","Actinopteri","Finrays","Anal","sectioned","Ground/
Sectioned",0,12,"10-19",12,"10-20","Within",2,"2","2",377,"200-399",31.4166666666667,NA,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,13.3,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"demartini_age_2007",2007,"2006-10","USA","N. America","USA","yes","no","Swordfish","Xiphidae","Perciformes","Actinopteri","Actinopteri","Finrays","Anal","sectioned","Ground/
Sectioned",0,12,"10-19",12,"10-20","Within",2,"2","2",790,"400+",65.8333333333333,NA,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,12.9,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"demartini_comparative_2017",2017,"2016-20","USA","N. America","USA","yes","no","Common Parrotfish","Scaridae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","ground","Ground/
Sectioned",0,6,"1-9",6,"0-10","Within",3,"3+","3",105,"5-199",17.5,7.3,10.1,10.1,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"demartini_comparative_2017",2017,"2016-20","USA","N. America","USA","yes","no","Pacific Daisy Parrotfish","Scaridae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","ground","Ground/
Sectioned",0,11,"10-19",11,"10-20","Within",3,"3+","3",136,"5-199",12.3636363636364,5.2,7.2,7.2,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"demartini_comparative_2017",2017,"2016-20","USA","N. America","USA","yes","no","Carolines Parrotfish","Scaridae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","ground","Ground/
Sectioned",0,4,"1-9",4,"0-10","Within",3,"3+","3",143,"5-199",35.75,6.6,9.2,9.2,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"demartini_comparative_2017",2017,"2016-20","USA","N. America","USA","yes","no","Spectacled Parrotfish","Scaridae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","ground","Ground/
Sectioned",2,19,"10-19",17,"10-20","Within",3,"3+","3",206,"200-399",12.1176470588235,4.6,6.4,6.4,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"demartini_comparative_2017",2017,"2016-20","USA","N. America","USA","yes","no","Ember Parrotfish","Scaridae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","ground","Ground/
Sectioned",1,19,"10-19",18,"10-20","Within",3,"3+","3",273,"200-399",15.1666666666667,3.5,4.8,4.8,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"dembkowski_walleye_2017",2017,"2016-20","USA","N. America","USA","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",0,26,"20-29",26,"20-30","Between",2,"2","2",735,"400+",28.2692307692308,NA,3.28,3.28,"yes","yes","no",76,99,"no",NA,NA,NA,NA,NA,"yes","yes","no","no","yes","no","agebiasplot, t-tests","yes","no",NA
"dembkowski_walleye_2017",2017,"2016-20","USA","N. America","USA","no","yes","Walleye","Percidae","Perciformes","Actinopteri","Actinopteri","Spines","Dorsal","sectioned","Ground/
Sectioned",0,20,"20-29",20,"20-30","Between",2,"2","2",735,"400+",36.75,NA,9.2,9.2,"yes","yes","no",54,90,"no",NA,NA,NA,NA,NA,"yes","yes","no","no","yes","no","agebiasplot, t-tests","yes","no",NA
"dono_bayesian_2015",2015,"2011-15","Brazil","S. America","Other","yes","no","Shortfin Mako Shark","Lamnidae","Lamniformes","Elasmobranchii","Elasmobranchii","Vertebrae",NA,"sectioned","Ground/
Sectioned",0,26,"20-29",26,"20-30","Within",2,"2","2",245,"200-399",9.42307692307692,11.9,NA,16.8291413922398,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","yes","no",NA
"dono_bayesian_2015",2015,"2011-15","Brazil","S. America","Other","yes","no","Shortfin Mako Shark","Lamnidae","Lamniformes","Elasmobranchii","Elasmobranchii","Vertebrae",NA,"sectioned","Ground/
Sectioned",0,26,"20-29",26,"20-30","Between",2,"2","2",245,"200-399",9.42307692307692,14.3,NA,20.2232539419353,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"driggers_age_2004",2004,"2001-05","USA","N. America","USA","yes","no","Blacknose Shark","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","Vertebrae",NA,"sectioned","Ground/
Sectioned",0,19,"10-19",19,"10-20","Between",2,"2","2",226,"200-399",11.8947368421053,4,6,6,"yes","yes","yes",76,99.1,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"duan_age_2014",2014,"2011-15","China","Asia","Other","no","no","Schizopygopsis younghusbandi","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","Otoliths","Lapillae","whole","Whole",1,17,"10-19",16,"10-20","Between",2,"2","2",683,"400+",42.6875,NA,0.8,0.8,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"dulcic_age_2011",2011,"2011-15","Croatia","Europe","Other","yes","no","Two-Banded Seabream","Sparidae","Perciformes","Actinopteri","Actinopteri","Scales",NA,"mounted","Other",1,11,"10-19",10,"10-20","Within",3,"3+","3",2953,"400+",295.3,2.13,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"dulcic_age_2011",2011,"2011-15","Croatia","Europe","Other","yes","no","Two-Banded Seabream","Sparidae","Perciformes","Actinopteri","Actinopteri","Scales",NA,"mounted","Other",1,11,"10-19",10,"10-20","Within",3,"3+","3",2953,"400+",295.3,2.41,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"dulcic_age_2011",2011,"2011-15","Croatia","Europe","Other","yes","no","Two-Banded Seabream","Sparidae","Perciformes","Actinopteri","Actinopteri","Scales",NA,"mounted","Other",1,11,"10-19",10,"10-20","Within",3,"3+","3",2953,"400+",295.3,2.83,NA,NA,"no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"dutka-gianelli_age_2001",2001,"2001-05","USA","N. America","USA","yes","no","Sheepshead","Sparidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",1,15,"10-19",14,"10-20","Within",2,"2","2",499,"400+",35.6428571428571,NA,0.26,0.26,"yes","yes","no",98.8,NA,"no",NA,NA,NA,NA,0.21,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"dutka-gianelli_age_2001",2001,"2001-05","USA","N. America","USA","yes","no","Sheepshead","Sparidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",1,15,"10-19",14,"10-20","Between",2,"2","2",499,"400+",35.6428571428571,NA,0.17,0.17,"yes","yes","no",97.3,NA,"no",NA,NA,NA,NA,0.12,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"dzul_evaluation_2012",2012,"2011-15","USA","N. America","USA","no","no","Salt Creek Pupfish","Cyprinodontidae","Cyprinodontiformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",0,5,"1-9",5,"0-10","Between",2,"2","2",282,"200-399",56.4,NA,NA,NA,"no","no","no",51,93,"no",NA,NA,NA,NA,NA,"yes","no","no","no","no","yes","visual","yes","no",NA
"efitre_age_2016",2016,"2016-20","Uganda","Africa","Other","no","no","Redbelly Tilapia","Cichlidae","Cichliformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",2,8,"1-9",6,"0-10","Between",2,"2","2",75,"5-199",12.5,6.6,9.3,9.3,"yes","yes","yes",36,86.7,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"eklund_between-reader_2000",2000,"1996-2000","Finland","Europe","Other","yes","no","Baltic Herring","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",2,13,"10-19",11,"10-20","Between",3,"3+","3",192,"5-199",17.4545454545455,2.9,NA,NA,"no","no","no",69,NA,"no",NA,NA,NA,NA,NA,"yes","no","no","no","no","yes","chi-square test","no","yes","Other"
"ellender_age_2012",2012,"2011-15","South Africa","Africa","Other","no","no","Largemouth Yellowfish","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","Otoliths","Asterisci","whole","Whole",2,17,"10-19",15,"10-20","Within",2,"2","2",86,"5-199",5.73333333333333,3.7,5.1,5.1,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"elzey_comparison_2014",2014,"2011-15","USA","N. America","USA","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",3,11,"10-19",8,"0-10","Between",2,"2","2",462,"400+",57.75,NA,2.99,2.99,"yes","yes","no",76.2,97.6,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"elzey_comparison_2014",2014,"2011-15","USA","N. America","USA","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","Scales",NA,"mounted","Other",4,11,"10-19",7,"0-10","Between",2,"2","2",462,"400+",66,NA,4.28,4.28,"yes","yes","no",66.9,95.9,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"elzey_comparison_2014",2014,"2011-15","USA","N. America","USA","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","Other",NA,"whole","Whole",3,10,"10-19",7,"0-10","Between",2,"2","2",462,"400+",66,NA,7.07,7.07,"yes","yes","no",49.8,93.5,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"elzey_comparison_2014",2014,"2011-15","USA","N. America","USA","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","Vertebrae",NA,"whole","Whole",3,11,"10-19",8,"0-10","Between",2,"2","2",462,"400+",57.75,NA,4.59,4.59,"yes","yes","no",63.4,95.9,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"elzey_comparison_2014",2014,"2011-15","USA","N. America","USA","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","Otoliths","Sagittae","whole","Whole",3,11,"10-19",8,"0-10","Within",2,"2","2",100,"5-199",12.5,NA,2.93,2.93,"yes","yes","no",74,100,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"elzey_comparison_2014",2014,"2011-15","USA","N. America","USA","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","Scales",NA,"mounted","Other",4,11,"10-19",7,"0-10","Within",2,"2","2",100,"5-199",14.2857142857143,NA,5.1,5.1,"yes","yes","no",65,96,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"elzey_comparison_2014",2014,"2011-15","USA","N. America","USA","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","Other",NA,"whole","Whole",3,10,"10-19",7,"0-10","Within",2,"2","2",100,"5-199",14.2857142857143,NA,7.32,7.32,"yes","yes","no",49,93,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"elzey_comparison_2014",2014,"2011-15","USA","N. America","USA","yes","yes","American Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","Vertebrae",NA,"whole","Whole",3,11,"10-19",8,"0-10","Within",2,"2","2",100,"5-199",12.5,NA,5.96,5.96,"yes","yes","no",56,96,"yes",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"erhardt_precision_2013",2013,"2011-15","USA","N. America","USA","no","yes","Bull Trout","Esocidae","Esociformes","Actinopteri","Actinopteri","Finrays","Pelvic","sectioned","Ground/
Sectioned",3,10,"10-19",7,"0-10","Between",2,"2","2",65,"5-199",9.28571428571429,NA,5.8,5.8,"yes","yes","no",58.5,93.8,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"erhardt_precision_2013",2013,"2011-15","USA","N. America","USA","no","yes","Bull Trout","Esocidae","Esociformes","Actinopteri","Actinopteri","Scales",NA,"mounted","Other",3,7,"1-9",4,"0-10","Between",2,"2","2",65,"5-199",16.25,NA,12.6,12.6,"yes","yes","no",33.8,83.1,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
"ewing_validation_2003",2003,"2001-05","Australia","Australia","Other","yes","yes","Purple Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",2,20,"20-29",18,"10-20","Within",2,"2","2",1011,"400+",56.1666666666667,0.8,NA,1.13137084989848,"no","yes","no",89,NA,"yes",NA,NA,NA,NA,NA,"yes","yes","no","no","no","yes","agebiasplot, G-test","no","no",NA
"ewing_validation_2003",2003,"2001-05","Australia","Australia","Other","yes","yes","Purple Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",3,17,"10-19",14,"10-20","Between",2,"2","2",342,"200-399",24.4285714285714,2.6,NA,3.67695526217005,"no","yes","no",67,NA,"yes",NA,NA,NA,NA,NA,"yes","yes","no","no","no","yes","agebiasplot, G-test","no","no",NA
"ewing_validation_2007",2007,"2006-10","Australia","Australia","Other","yes","no","Red Moki","Cheilodactylidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",1,70,"30+",69,"60-70","Between",2,"2","2",972,"400+",14.0869565217391,1.78,NA,2.51730014102411,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","no","no",NA
"ewing_validation_2007",2007,"2006-10","Australia","Australia","Other","yes","no","Red Moki","Cheilodactylidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",1,70,"30+",69,"60-70","Between",2,"2","2",300,"200-399",4.34782608695652,1.8,NA,2.54558441227157,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","no","no",NA
"ewing_validation_2007",2007,"2006-10","Australia","Australia","Other","yes","no","Red Moki","Cheilodactylidae","Perciformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",1,70,"30+",69,"60-70","Within",2,"2","2",300,"200-399",4.34782608695652,1.1,NA,1.5556349186104,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","no","no","agebiasplot","no","no",NA
"farley_age_2013",2013,"2011-15","Australia","Australia","Other","yes","yes","Albacore","Scombridae","Scombriformes","Actinopteri","Actinopteri","Otoliths","Sagittae","sectioned","Ground/
Sectioned",1,14,"10-19",13,"10-20","Within",2,"2","2",1969,"400+",151.461538461538,4.77,NA,6.74579869251966,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA
