age_Aaron,age_Tony,strux,year
5,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
2,3,spines,2009
3,4,spines,2009
3,4,spines,2009
3,3,spines,2009
5,5,spines,2009
4,3,spines,2009
5,6,spines,2009
5,5,spines,2009
5,4,spines,2009
3,3,spines,2009
4,4,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
7,7,spines,2009
4,4,spines,2009
6,6,spines,2009
3,3,spines,2009
3,3,spines,2009
2,2,spines,2009
1,1,spines,2009
2,2,spines,2009
1,1,spines,2009
4,4,spines,2009
5,5,spines,2009
6,6,spines,2009
6,7,spines,2009
4,4,spines,2009
3,3,spines,2009
1,1,spines,2009
4,4,spines,2009
4,4,spines,2009
6,6,spines,2009
4,4,spines,2009
2,3,spines,2009
6,6,spines,2009
5,5,spines,2009
5,4,spines,2009
3,3,spines,2009
7,7,spines,2009
2,4,spines,2009
1,1,spines,2009
4,3,spines,2009
4,3,spines,2009
1,1,spines,2009
5,4,spines,2009
6,6,spines,2009
4,4,spines,2009
6,6,spines,2009
4,4,spines,2009
7,6,spines,2009
6,6,spines,2009
6,5,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
5,5,spines,2009
4,4,spines,2009
5,6,spines,2009
6,6,spines,2009
5,5,spines,2009
6,6,spines,2009
4,3,spines,2009
4,4,spines,2009
12,12,spines,2009
9,10,spines,2009
4,5,spines,2009
5,5,spines,2009
6,6,spines,2009
4,4,spines,2009
7,7,spines,2009
6,6,spines,2009
5,5,spines,2009
7,4,spines,2009
5,5,spines,2009
5,5,spines,2009
5,5,spines,2009
3,3,spines,2009
6,6,spines,2009
5,5,spines,2009
6,6,spines,2009
6,6,spines,2009
4,5,spines,2009
6,6,spines,2009
6,6,spines,2009
4,3,spines,2009
5,5,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
5,6,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,4,spines,2009
3,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
5,5,spines,2009
5,5,spines,2009
7,7,spines,2009
3,3,spines,2009
6,6,spines,2009
4,4,spines,2009
7,6,spines,2009
5,5,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
6,5,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,3,spines,2009
4,4,spines,2009
5,5,spines,2009
6,6,spines,2009
4,4,spines,2009
3,4,spines,2009
4,3,spines,2009
3,4,spines,2009
4,4,spines,2009
5,5,spines,2009
5,5,spines,2009
6,6,spines,2009
6,6,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
8,8,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
8,8,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
6,6,spines,2009
4,5,spines,2009
4,4,spines,2009
3,3,spines,2009
11,10,spines,2009
4,4,spines,2009
6,6,spines,2009
4,4,spines,2009
4,4,spines,2009
3,2,spines,2009
4,4,spines,2009
4,4,spines,2009
5,5,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
6,6,spines,2009
3,3,spines,2009
4,4,spines,2009
2,2,spines,2009
4,4,spines,2009
4,5,spines,2009
4,4,spines,2009
4,4,spines,2009
4,5,spines,2009
4,3,spines,2009
1,1,spines,2009
4,4,spines,2009
5,5,spines,2009
5,5,spines,2009
3,3,spines,2009
3,3,spines,2009
6,6,spines,2009
2,2,spines,2009
4,4,spines,2009
2,2,spines,2009
4,5,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
5,5,spines,2009
4,3,spines,2009
4,4,spines,2009
0,0,spines,2009
0,0,spines,2009
1,0,spines,2009
0,0,spines,2009
0,0,spines,2009
0,0,spines,2009
0,0,spines,2009
6,6,spines,2009
4,4,spines,2009
3,3,spines,2009
5,4,spines,2009
3,4,spines,2009
3,3,spines,2009
1,1,spines,2009
4,3,spines,2009
3,3,spines,2009
6,7,spines,2009
3,3,spines,2009
4,4,spines,2009
1,1,spines,2009
4,4,spines,2009
3,3,spines,2009
5,5,spines,2009
1,1,spines,2009
3,3,spines,2009
4,4,spines,2009
2,3,spines,2009
2,1,spines,2009
2,1,spines,2009
8,6,spines,2009
4,3,spines,2009
3,3,spines,2009
3,2,spines,2009
4,4,spines,2009
2,2,spines,2009
2,1,spines,2009
2,2,spines,2009
2,2,spines,2009
3,3,spines,2009
1,1,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
3,3,spines,2009
3,3,spines,2009
2,3,spines,2009
4,3,spines,2009
2,2,spines,2009
10,10,spines,2009
3,3,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,3,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
1,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,1,spines,2009
2,2,spines,2009
2,2,spines,2009
1,1,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
4,4,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,0,spines,2009
1,0,spines,2009
4,4,spines,2009
4,5,spines,2009
1,1,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
3,3,spines,2009
4,3,spines,2009
3,4,spines,2009
4,3,spines,2009
5,5,spines,2009
3,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
3,4,spines,2009
4,5,spines,2009
2,3,spines,2009
3,3,spines,2009
4,4,spines,2009
5,6,spines,2009
1,0,spines,2009
4,3,spines,2009
5,6,spines,2009
9,11,spines,2009
4,4,spines,2009
3,3,spines,2009
5,5,spines,2009
2,2,spines,2009
3,5,spines,2009
4,5,spines,2009
2,2,spines,2009
2,2,spines,2009
3,5,spines,2009
2,3,spines,2009
2,2,spines,2009
4,3,spines,2009
2,2,spines,2009
6,6,spines,2009
4,4,spines,2009
2,2,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
2,3,spines,2009
3,3,spines,2009
3,2,spines,2009
3,3,spines,2009
9,9,spines,2009
3,3,spines,2009
7,5,spines,2009
3,3,spines,2009
3,4,spines,2009
5,5,spines,2009
3,3,spines,2009
2,2,spines,2009
4,4,spines,2009
3,3,spines,2009
4,5,spines,2009
4,4,spines,2009
3,3,spines,2009
2,2,spines,2009
5,6,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
4,4,spines,2009
1,1,spines,2009
4,5,spines,2009
6,6,spines,2009
3,3,spines,2009
1,1,spines,2009
3,3,spines,2009
2,2,spines,2009
2,2,spines,2009
3,3,spines,2009
2,2,spines,2009
2,2,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
2,2,spines,2009
2,2,spines,2009
6,6,spines,2009
3,2,spines,2009
5,4,spines,2009
1,1,spines,2009
3,3,spines,2009
2,3,spines,2009
2,1,spines,2009
2,3,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
3,3,spines,2009
1,1,spines,2009
2,2,spines,2009
4,4,spines,2009
4,4,spines,2009
2,2,spines,2009
4,4,spines,2009
1,2,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
3,4,spines,2009
4,6,spines,2009
5,6,spines,2009
2,2,spines,2009
2,2,spines,2009
1,1,spines,2009
2,2,spines,2009
1,1,spines,2009
4,4,spines,2009
3,3,spines,2009
4,5,spines,2009
7,7,spines,2009
4,3,spines,2009
3,3,spines,2009
2,3,spines,2009
4,5,spines,2009
5,5,spines,2009
7,7,spines,2009
7,7,spines,2009
2,3,spines,2009
4,5,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
4,3,spines,2009
4,4,spines,2009
5,5,spines,2009
3,3,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,0,spines,2009
1,1,spines,2009
1,1,spines,2009
5,5,spines,2009
4,4,spines,2009
2,3,spines,2009
2,2,spines,2009
1,2,spines,2009
2,2,spines,2009
1,1,spines,2009
0,0,spines,2009
1,1,spines,2009
1,1,spines,2009
1,0,spines,2009
1,0,spines,2009
1,1,spines,2009
1,0,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,0,spines,2009
4,4,spines,2009
1,1,spines,2009
3,4,spines,2009
6,6,spines,2009
1,0,spines,2009
3,4,spines,2009
3,3,spines,2009
4,4,spines,2009
3,4,spines,2009
2,2,spines,2009
3,3,spines,2009
6,9,spines,2009
4,4,spines,2009
5,4,spines,2009
3,3,spines,2009
1,1,spines,2009
1,1,spines,2009
0,0,spines,2009
1,1,spines,2009
3,3,spines,2009
4,5,spines,2009
6,7,spines,2009
2,2,spines,2009
3,3,spines,2009
7,5,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
2,2,spines,2009
3,3,spines,2009
3,3,spines,2009
1,0,spines,2009
1,0,spines,2009
1,0,spines,2009
2,2,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,0,spines,2009
1,0,spines,2009
1,0,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,0,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,0,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,0,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
0,0,spines,2009
1,0,spines,2009
1,0,spines,2009
1,1,spines,2009
1,1,spines,2009
4,5,spines,2009
2,2,spines,2009
3,3,spines,2009
3,3,spines,2009
4,5,spines,2009
3,2,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
3,4,spines,2009
3,3,spines,2009
4,6,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
2,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
2,2,spines,2009
3,3,spines,2009
2,3,spines,2009
3,3,spines,2009
4,4,spines,2009
5,4,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,2,spines,2009
3,3,spines,2009
3,3,spines,2009
4,5,spines,2009
3,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
7,7,spines,2009
4,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
2,2,spines,2009
2,2,spines,2009
3,3,spines,2009
4,4,spines,2009
2,2,spines,2009
3,4,spines,2009
2,3,spines,2009
2,3,spines,2009
3,3,spines,2009
4,5,spines,2009
2,2,spines,2009
3,4,spines,2009
2,3,spines,2009
5,5,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
3,4,spines,2009
4,4,spines,2009
4,4,spines,2009
2,2,spines,2009
9,8,spines,2009
12,11,spines,2009
7,9,spines,2009
3,3,spines,2009
5,6,spines,2009
6,7,spines,2009
4,3,spines,2009
2,2,spines,2009
2,2,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,4,otoliths,NA
3,4,otoliths,NA
3,4,otoliths,NA
4,3,otoliths,NA
4,3,otoliths,NA
4,3,otoliths,NA
4,3,otoliths,NA
4,3,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,5,otoliths,NA
4,5,otoliths,NA
4,5,otoliths,NA
4,5,otoliths,NA
4,5,otoliths,NA
4,5,otoliths,NA
5,4,otoliths,NA
5,4,otoliths,NA
5,4,otoliths,NA
5,4,otoliths,NA
5,4,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,6,otoliths,NA
5,6,otoliths,NA
5,6,otoliths,NA
5,6,otoliths,NA
5,6,otoliths,NA
5,6,otoliths,NA
5,6,otoliths,NA
5,7,otoliths,NA
6,5,otoliths,NA
6,5,otoliths,NA
6,5,otoliths,NA
6,5,otoliths,NA
6,5,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,7,otoliths,NA
7,6,otoliths,NA
7,6,otoliths,NA
7,6,otoliths,NA
7,6,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,8,otoliths,NA
7,8,otoliths,NA
7,8,otoliths,NA
8,7,otoliths,NA
8,7,otoliths,NA
8,8,otoliths,NA
8,8,otoliths,NA
8,8,otoliths,NA
8,8,otoliths,NA
8,8,otoliths,NA
8,8,otoliths,NA
8,8,otoliths,NA
8,8,otoliths,NA
8,8,otoliths,NA
8,9,otoliths,NA
9,8,otoliths,NA
9,8,otoliths,NA
9,9,otoliths,NA
9,9,otoliths,NA
9,9,otoliths,NA
9,9,otoliths,NA
9,9,otoliths,NA
9,9,otoliths,NA
9,9,otoliths,NA
9,9,otoliths,NA
9,9,otoliths,NA
9,9,otoliths,NA
9,9,otoliths,NA
9,9,otoliths,NA
9,10,otoliths,NA
10,10,otoliths,NA
10,10,otoliths,NA
10,10,otoliths,NA
10,10,otoliths,NA
11,9,otoliths,NA
11,11,otoliths,NA
11,11,otoliths,NA
11,11,otoliths,NA
11,12,otoliths,NA
12,11,otoliths,NA
12,12,otoliths,NA
12,12,otoliths,NA
12,12,otoliths,NA
13,11,otoliths,NA
13,13,otoliths,NA
13,13,otoliths,NA
13,13,otoliths,NA
14,14,otoliths,NA
14,14,otoliths,NA
4,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
4,3,otoliths,NA
6,3,otoliths,NA
3,3,otoliths,NA
4,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
4,3,otoliths,NA
3,3,otoliths,NA
4,3,otoliths,NA
4,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
4,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
4,3,otoliths,NA
3,3,otoliths,NA
2,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
3,3,otoliths,NA
4,3,otoliths,NA
4,3,otoliths,NA
7,3,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
5,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
3,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
5,4,otoliths,NA
4,4,otoliths,NA
5,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
3,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
5,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
5,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
3,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
5,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
3,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
4,4,otoliths,NA
5,4,otoliths,NA
4,4,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
6,5,otoliths,NA
5,5,otoliths,NA
4,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
6,5,otoliths,NA
5,5,otoliths,NA
4,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
6,5,otoliths,NA
8,5,otoliths,NA
7,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
4,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
4,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
6,5,otoliths,NA
5,5,otoliths,NA
4,5,otoliths,NA
5,5,otoliths,NA
5,5,otoliths,NA
6,6,otoliths,NA
7,6,otoliths,NA
6,6,otoliths,NA
7,6,otoliths,NA
6,6,otoliths,NA
7,6,otoliths,NA
6,6,otoliths,NA
7,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
7,6,otoliths,NA
5,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
7,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
8,6,otoliths,NA
5,6,otoliths,NA
6,6,otoliths,NA
5,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
4,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
5,6,otoliths,NA
6,6,otoliths,NA
7,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
6,6,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
6,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
6,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
10,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
8,7,otoliths,NA
6,7,otoliths,NA
6,7,otoliths,NA
6,7,otoliths,NA
5,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
8,7,otoliths,NA
7,7,otoliths,NA
6,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
7,7,otoliths,NA
6,7,otoliths,NA
6,7,otoliths,NA
8,8,otoliths,NA
6,8,otoliths,NA
8,8,otoliths,NA
6,8,otoliths,NA
8,8,otoliths,NA
9,8,otoliths,NA
7,8,otoliths,NA
10,8,otoliths,NA
6,8,otoliths,NA
8,8,otoliths,NA
8,8,otoliths,NA
8,8,otoliths,NA
7,8,otoliths,NA
9,9,otoliths,NA
8,9,otoliths,NA
10,9,otoliths,NA
4,9,otoliths,NA
8,9,otoliths,NA
9,9,otoliths,NA
7,9,otoliths,NA
8,9,otoliths,NA
9,9,otoliths,NA
9,10,otoliths,NA
10,10,otoliths,NA
11,11,otoliths,NA
12,11,otoliths,NA
12,11,otoliths,NA
11,11,otoliths,NA
12,12,otoliths,NA
13,12,otoliths,NA
12,12,otoliths,NA
12,12,otoliths,NA
12,12,otoliths,NA
12,12,otoliths,NA
11,12,otoliths,NA
13,12,otoliths,NA
11,13,otoliths,NA
13,14,otoliths,NA
14,14,otoliths,NA
14,15,otoliths,NA
15,16,otoliths,NA
